Title,Artist,Year,Ranking2003,Ranking2012,Ranking2020,Ranking_Avg
Portrait of a Legend: 1951-1964,Sam Cooke,2003,,,307,307
"Nuggets: Original Artyfacts from the First Psychedelic Era, 1965-1968",Various Artists,1972,,,405,405
